Country Name,Country Code,Indicator Name_population,Indicator Code_population,1960_population,1961_population,1962_population,1963_population,1964_population,1965_population,1966_population,1967_population,1968_population,1969_population,1970_population,1971_population,1972_population,1973_population,1974_population,1975_population,1976_population,1977_population,1978_population,1979_population,1980_population,1981_population,1982_population,1983_population,1984_population,1985_population,1986_population,1987_population,1988_population,1989_population,1990_population,1991_population,1992_population,1993_population,1994_population,1995_population,1996_population,1997_population,1998_population,1999_population,2000_population,2001_population,2002_population,2003_population,2004_population,2005_population,2006_population,2007_population,2008_population,2009_population,2010_population,2011_population,2012_population,2013_population,2014_population,2015_population,2016_population,2017_population,2018_population,2019_population,2020_population,2021_population,2022_population,Region_population,IncomeGroup_population,SpecialNotes_population,TableName_population,Unnamed: 5_population,Indicator Name_gdp,Indicator Code_gdp,1960_gdp,1961_gdp,1962_gdp,1963_gdp,1964_gdp,1965_gdp,1966_gdp,1967_gdp,1968_gdp,1969_gdp,1970_gdp,1971_gdp,1972_gdp,1973_gdp,1974_gdp,1975_gdp,1976_gdp,1977_gdp,1978_gdp,1979_gdp,1980_gdp,1981_gdp,1982_gdp,1983_gdp,1984_gdp,1985_gdp,1986_gdp,1987_gdp,1988_gdp,1989_gdp,1990_gdp,1991_gdp,1992_gdp,1993_gdp,1994_gdp,1995_gdp,1996_gdp,1997_gdp,1998_gdp,1999_gdp,2000_gdp,2001_gdp,2002_gdp,2003_gdp,2004_gdp,2005_gdp,2006_gdp,2007_gdp,2008_gdp,2009_gdp,2010_gdp,2011_gdp,2012_gdp,2013_gdp,2014_gdp,2015_gdp,2016_gdp,2017_gdp,2018_gdp,2019_gdp,2020_gdp,2021_gdp,2022_gdp,Region_gdp,IncomeGroup_gdp,SpecialNotes_gdp,TableName_gdp,Unnamed: 5_gdp,Average_GDP_Per_Capita,Estimated_GDP
Europe & Central Asia (excluding high income),ECA,"Population, total",SP.POP.TOTL,255726092.0,259951519.0,264183560.0,268409373.0,272634858.0,276765568.0,280229181.0,283724914.0,287193204.0,290573749.0,293778738.0,296973298.0,300232316.0,303473218.0,306715687.0,309908273.0,313279489.0,316709884.0,320113560.0,323503833.0,326937470.0,330361478.0,333758267.0,337282816.0,341087935.0,344882487.0,348685710.0,352545820.0,356321047.0,359435266.0,361859039.0,364392348.0,366266798.0,367513928.0,368354275.0,368905312.0,369661127.0,370276347.0,370591102.0,370546751.0,370646199.0,370739184.0,370807684.0,371072025.0,371533136.0,372077135.0,372780224.0,373795966.0,375281256.0,377054106.0,379132241.0,381278903.0,383476086.0,386051693.0,388842371.0,391695432.0,394321096.0,396482489.0,398076771.0,399592320.0,400811771.0,401575218.0,,,,,Europe & Central Asia (excluding high income),,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,862081000000.0,834088000000.0,893026000000.0,870042000000.0,798687000000.0,784818000000.0,674052000000.0,721698000000.0,729351000000.0,761370000000.0,705517000000.0,591787000000.0,662874000000.0,655066000000.0,750711000000.0,947224000000.0,1256040000000.0,1589620000000.0,1950080000000.0,2509490000000.0,3110420000000.0,2437790000000.0,2953060000000.0,3670010000000.0,3914700000000.0,4150230000000.0,3845830000000.0,2921400000000.0,2777730000000.0,3118190000000.0,3182540000000.0,3248640000000.0,2982630000000.0,3517370000000.0,,,,,Europe & Central Asia (excluding high income),,8129.8859797906025,2982630000000.0
Europe & Central Asia,ECS,"Population, total",SP.POP.TOTL,666273660.0,673957844.0,681809362.0,689682704.0,697559598.0,705233118.0,712077088.0,718884137.0,725451120.0,731787358.0,737398504.0,742959749.0,749086046.0,755000965.0,760680926.0,766169722.0,771592697.0,776918691.0,782220413.0,787502492.0,792890531.0,798088129.0,802876253.0,807523838.0,812373901.0,817313920.0,822429830.0,827666924.0,832965846.0,837807042.0,842030509.0,846364518.0,849816712.0,852735458.0,854892657.0,856511549.0,858209225.0,859711482.0,860876126.0,861848594.0,862786211.0,863909133.0,865474170.0,867701442.0,870270838.0,872913705.0,875627934.0,878767025.0,882357452.0,885846236.0,889222824.0,891279641.0,894762079.0,899035925.0,903601049.0,908123143.0,912374705.0,915855416.0,918782553.0,921179725.0,923103879.0,923777214.0,,,,Europe and Central Asia regional aggregate (includes all income levels).,Europe & Central Asia,,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,739419000000.0,796308000000.0,832988000000.0,921340000000.0,1019160000000.0,1149410000000.0,1377130000000.0,1749160000000.0,1976680000000.0,2309250000000.0,2400110000000.0,2720250000000.0,3319980000000.0,4061370000000.0,4600280000000.0,4094300000000.0,3945550000000.0,3827610000000.0,3678860000000.0,3807090000000.0,5196360000000.0,6421090000000.0,7147460000000.0,7242780000000.0,8860590000000.0,9141280000000.0,9800980000000.0,9002570000000.0,9412850000000.0,10871300000000.0,11096000000000.0,10522900000000.0,10795800000000.0,10677600000000.0,10066000000000.0,10167100000000.0,11134400000000.0,13536000000000.0,15776400000000.0,16782200000000.0,18169100000000.0,21229600000000.0,23365200000000.0,20549200000000.0,21021700000000.0,23305500000000.0,22449800000000.0,23452500000000.0,23779700000000.0,20484100000000.0,20418600000000.0,21653900000000.0,23193600000000.0,22910000000000.0,22140000000000.0,25082800000000.0,,,,Europe and Central Asia regional aggregate (includes all income levels).,Europe & Central Asia,,24870.282506489166,22140000000000.0
Ecuador,ECU,"Population, total",SP.POP.TOTL,4618158.0,4751507.0,4890425.0,5034334.0,5183283.0,5337351.0,5495761.0,5658446.0,5825663.0,5997037.0,6172215.0,6350944.0,6533630.0,6720443.0,6911123.0,7105786.0,7304349.0,7506665.0,7712718.0,7922490.0,8135845.0,8352602.0,8572607.0,8795873.0,9022979.0,9254311.0,9490096.0,9729376.0,9969788.0,10210185.0,10449837.0,10686279.0,10914222.0,11132829.0,11347652.0,11561683.0,11775221.0,11987838.0,12199693.0,12412046.0,12626507.0,12845521.0,13070609.0,13301184.0,13534593.0,13770012.0,14009061.0,14251835.0,14496797.0,14742766.0,14989585.0,15237728.0,15483883.0,15722989.0,15957994.0,16195902.0,16439585.0,16696944.0,17015672.0,17343740.0,17588595.0,17797737.0,,Latin America & Caribbean,Upper middle income,,Ecuador,,GDP (current US$),NY.GDP.MKTP.CD,2069465326.0,1753850417.0,1518208221.0,1824344492.0,2244146868.0,2387048255.0,2429309514.0,2553596092.0,2582180794.0,3112166848.0,2862504170.0,2754220263.0,3185987235.0,3891755552.0,6599259421.0,7731677257.0,9091924305.0,11026346590.0,11922502171.0,14175166008.0,17881514683.0,21810767209.0,19929853575.0,17152483214.0,16912515183.0,17149094590.0,15314143988.0,13945431882.0,13051886552.0,13890828708.0,15239278100.0,16988535268.0,18094238119.0,18938717359.0,22708673337.0,24432884442.0,25226393197.0,28162053027.0,27981896948.0,19645272636.0,18327764882.0,24468324000.0,28548945000.0,32432858000.0,36591661000.0,41507085000.0,46802044000.0,51007777000.0,61762635000.0,62519686000.0,69555367000.0,79276664000.0,87924544000.0,95129659000.0,101726000000.0,99290381000.0,99937696000.0,104296000000.0,107562000000.0,108108000000.0,99291124000.0,106166000000.0,,Latin America & Caribbean,Upper middle income,,Ecuador,,6233.25764800441,99291124000.0
"Egypt, Arab Rep.",EGY,"Population, total",SP.POP.TOTL,27034499.0,27747867.0,28485022.0,29245936.0,30026648.0,30818469.0,31613132.0,32408414.0,33204629.0,33995955.0,34781986.0,35555969.0,36330768.0,37120776.0,37930374.0,38775584.0,39649050.0,40577356.0,41576636.0,42632458.0,43748556.0,44899573.0,46088647.0,47353665.0,48676443.0,50035843.0,51424313.0,52841319.0,54298446.0,55765843.0,57214630.0,58611032.0,59989142.0,61382200.0,62775847.0,64166908.0,65565195.0,66993728.0,68446011.0,69907887.0,71371371.0,72854261.0,74393759.0,75963322.0,77522427.0,79075310.0,80629670.0,82218755.0,83844783.0,85501064.0,87252413.0,89200054.0,91240376.0,93377890.0,95592324.0,97723799.0,99784030.0,101789386.0,103740765.0,105618671.0,107465134.0,109262178.0,,Middle East & North Africa,Lower middle income,"The reporting period for national accounts data is designated as either calendar year basis (CY) or fiscal year basis (FY). For this country, it is fiscal year-based (fiscal year-end: June 30) for the years 1980 and after. The data from 1973 to 1979 refer to the calendar year data. Also, an estimate (PA.NUS.ATLS) of the exchange rate covers the same period and thus differs from the official exchange rate (CY). 

In addition, the World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 1965-2021. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.","Egypt, Arab Rep.",,GDP (current US$),NY.GDP.MKTP.CD,,,,,,4948667540.0,5278005612.0,5605484299.0,5932242991.0,6524455206.0,8042200452.0,8609283346.0,9299638056.0,10098534613.0,9228963225.0,11632178869.0,13315988083.0,14400806876.0,14811704063.0,18020571429.0,21669908176.0,22136081081.0,27655172414.0,30966239814.0,33971188992.0,39053502251.0,41253507951.0,40455616654.0,34980124929.0,39756299050.0,42978914311.0,37387836491.0,41855986519.0,46578631453.0,51897983393.0,60159245060.0,67629716981.0,78436578171.0,84828807556.0,90710704807.0,99838543960.0,96684636119.0,85146067416.0,80288461538.0,78782467532.0,89600665557.0,107426000000.0,130438000000.0,162818000000.0,189147000000.0,218984000000.0,235990000000.0,279117000000.0,288434000000.0,305595000000.0,329367000000.0,332442000000.0,235734000000.0,249713000000.0,303081000000.0,365253000000.0,404143000000.0,,Middle East & North Africa,Lower middle income,"The reporting period for national accounts data is designated as either calendar year basis (CY) or fiscal year basis (FY). For this country, it is fiscal year-based (fiscal year-end: June 30) for the years 1980 and after. The data from 1973 to 1979 refer to the calendar year data. Also, an estimate (PA.NUS.ATLS) of the exchange rate covers the same period and thus differs from the official exchange rate (CY). 

In addition, the World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 1965-2021. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.","Egypt, Arab Rep.",,2869.577860906809,365253000000.0
Euro area,EMU,"Population, total",SP.POP.TOTL,265244987.0,267560575.0,269908375.0,272291865.0,274700502.0,277152064.0,279493076.0,281569488.0,283541878.0,285520189.0,287132409.0,288760854.0,290738967.0,292589758.0,294228495.0,295703101.0,296989401.0,298187020.0,299437892.0,300714553.0,302069207.0,303281880.0,304153938.0,304769779.0,305259133.0,305820205.0,306560814.0,307385781.0,308391957.0,309690207.0,311093477.0,312722340.0,314170604.0,315455737.0,316374506.0,317190243.0,318013083.0,318773136.0,319446441.0,320272154.0,321324622.0,322562386.0,324141533.0,325904835.0,327702192.0,329398861.0,330939600.0,332660837.0,334290264.0,335377620.0,336171621.0,335442349.0,336183135.0,337328817.0,338486932.0,339514675.0,340509447.0,341246081.0,342065158.0,342452734.0,342913447.0,343067846.0,,,,Euro area aggregate.,Euro area,,GDP (current US$),NY.GDP.MKTP.CD,244833000000.0,268965000000.0,298819000000.0,335342000000.0,373024000000.0,407741000000.0,444883000000.0,483419000000.0,518992000000.0,579333000000.0,642618000000.0,728351000000.0,879866000000.0,1142240000000.0,1295370000000.0,1502000000000.0,1567500000000.0,1782980000000.0,2183340000000.0,2644830000000.0,2962180000000.0,2574380000000.0,2492500000000.0,2431610000000.0,2332400000000.0,2396180000000.0,3362910000000.0,4159430000000.0,4574520000000.0,4672690000000.0,5880690000000.0,6114120000000.0,6745620000000.0,6172470000000.0,6515620000000.0,7515450000000.0,7604360000000.0,6952190000000.0,7149220000000.0,7116210000000.0,6495760000000.0,6596590000000.0,7200160000000.0,8862330000000.0,10160400000000.0,10523500000000.0,11184000000000.0,12879100000000.0,14158300000000.0,12938500000000.0,12641700000000.0,13637900000000.0,12638800000000.0,13196300000000.0,13510100000000.0,11675500000000.0,11973700000000.0,12679700000000.0,13698200000000.0,13418200000000.0,13085500000000.0,14563300000000.0,,,,Euro area aggregate.,Euro area,,39182.63359521025,13085500000000.0
Eritrea,ERI,"Population, total",SP.POP.TOTL,993568.0,1016932.0,1041552.0,1067295.0,1094042.0,1121739.0,1150264.0,1179554.0,1209602.0,1240562.0,1272748.0,1306234.0,1340838.0,1376516.0,1413220.0,1450867.0,1489656.0,1529802.0,1571193.0,1613829.0,1657982.0,1703789.0,1751045.0,1799814.0,1849594.0,1899243.0,1949611.0,2000355.0,2051546.0,2102131.0,2149960.0,2039220.0,1921153.0,1981419.0,2042500.0,2157220.0,2264073.0,2291561.0,2322753.0,2356477.0,2392880.0,2461927.0,2547424.0,2653390.0,2763140.0,2831732.0,2880093.0,2926168.0,3005779.0,3083888.0,3147727.0,3207570.0,3252596.0,3296367.0,3323425.0,3340006.0,3365287.0,3396933.0,3445374.0,3498818.0,3555868.0,3620312.0,,Sub-Saharan Africa,Low income,"The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 1992-1997. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",Eritrea,,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477101651.6,467872714.8,531688311.7,578015625.0,693535954.2,686490090.1,745526154.9,688921325.7,706370815.6,752368495.5,729321366.7,870247703.2,1109054005.0,1098425901.0,1211161880.0,1317974491.0,1380188800.0,1856695551.0,1589515447.0,2065001626.0,,,,,,,,,,,,Sub-Saharan Africa,Low income,"The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 1992-1997. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors.",Eritrea,,,
Spain,ESP,"Population, total",SP.POP.TOTL,30455000.0,30739250.0,31023366.0,31296651.0,31609195.0,31954292.0,32283194.0,32682947.0,33113134.0,33441054.0,33814531.0,34224490.0,34604469.0,34988947.0,35373335.0,35757900.0,36137812.0,36511638.0,36864898.0,37191330.0,37491165.0,37758631.0,37986012.0,38171525.0,38330364.0,38469512.0,38584624.0,38684815.0,38766939.0,38827764.0,38867322.0,38966376.0,39157685.0,39361262.0,39549108.0,39724050.0,39889852.0,40057389.0,40223509.0,40386875.0,40567864.0,40850412.0,41431558.0,42187645.0,42921895.0,43653155.0,44397319.0,45226803.0,45954106.0,46362946.0,46576897.0,46742697.0,46773055.0,46620045.0,46480882.0,46444832.0,46484062.0,46593236.0,46797754.0,47134837.0,47365655.0,47415750.0,,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 166.386 Spanish peseta. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries.",Spain,,GDP (current US$),NY.GDP.MKTP.CD,12072126075.0,13834300571.0,16138545209.0,19074913948.0,21343844644.0,24756958695.0,28721062242.0,31647119228.0,31475548481.0,36038711600.0,40992995008.0,46619420359.0,59132415221.0,78639525985.0,97274006346.0,114777000000.0,118507000000.0,132449000000.0,160600000000.0,214602000000.0,232767000000.0,202808000000.0,195997000000.0,170951000000.0,172103000000.0,180793000000.0,251321000000.0,318748000000.0,376160000000.0,414757000000.0,536559000000.0,577166000000.0,630916000000.0,525076000000.0,530563000000.0,614609000000.0,642589000000.0,590077000000.0,619215000000.0,634908000000.0,598363000000.0,627830000000.0,708757000000.0,907492000000.0,1069060000000.0,1153720000000.0,1260400000000.0,1474000000000.0,1631860000000.0,1491470000000.0,1422110000000.0,1480710000000.0,1324750000000.0,1355580000000.0,1371820000000.0,1196160000000.0,1233550000000.0,1313250000000.0,1421700000000.0,1394320000000.0,1276960000000.0,1427380000000.0,,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 166.386 Spanish peseta. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries.",Spain,,29581.51738171917,1276960000000.0
Estonia,EST,"Population, total",SP.POP.TOTL,1211537.0,1225077.0,1241623.0,1258857.0,1277086.0,1294566.0,1308597.0,1318946.0,1331214.0,1345249.0,1360076.0,1376955.0,1392518.0,1405951.0,1418169.0,1429352.0,1439576.0,1450211.0,1460188.0,1468333.0,1477219.0,1487666.0,1498414.0,1508745.0,1518617.0,1528781.0,1540190.0,1552221.0,1561900.0,1568131.0,1569174.0,1561314.0,1533091.0,1494128.0,1462514.0,1436634.0,1415594.0,1399535.0,1386156.0,1390244.0,1396985.0,1388115.0,1379350.0,1370720.0,1362550.0,1354775.0,1346810.0,1340680.0,1337090.0,1334515.0,1331475.0,1327439.0,1322696.0,1317997.0,1314545.0,1315407.0,1315790.0,1317384.0,1321977.0,1326898.0,1329522.0,1330932.0,,Europe & Central Asia,High income,"The following irrevocable euro conversion rate entered into force on January 1, 2011: 1 euro = 15.6466 Estonian kroon. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries.",Estonia,,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4502970889.0,4786018988.0,5154420649.0,5674080543.0,5756912266.0,5686579748.0,6254649539.0,7367975888.0,9874013098.0,12145911801.0,14106790200.0,17022870405.0,22449129483.0,24341678629.0,19633031398.0,19523477326.0,23213994093.0,23019150071.0,25115753366.0,26634083965.0,22890762090.0,24072829277.0,26924385103.0,30624720196.0,31081901909.0,31370395573.0,37191166152.0,,Europe & Central Asia,High income,"The following irrevocable euro conversion rate entered into force on January 1, 2011: 1 euro = 15.6466 Estonian kroon. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries.",Estonia,,23424.484707189247,31370395573.0
Ethiopia,ETH,"Population, total",SP.POP.TOTL,21739710.0,22281675.0,22852158.0,23448979.0,24073696.0,24727506.0,25377645.0,26051596.0,26778653.0,27530388.0,28308246.0,29099594.0,29891328.0,30694316.0,31488613.0,32252783.0,33062216.0,33695018.0,34259065.0,34758823.0,34945469.0,35818844.0,37213393.0,38235187.0,39202890.0,40285965.0,41455309.0,42851957.0,44511537.0,46195954.0,47878073.0,49937430.0,52011554.0,53791672.0,55620211.0,57476536.0,59347649.0,61233480.0,63136493.0,65077579.0,67031867.0,69018932.0,71073215.0,73168838.0,75301026.0,77469940.0,79691050.0,81996185.0,84357105.0,86755585.0,89237791.0,91817929.0,94451280.0,97084366.0,99746766.0,102471895.0,105293228.0,108197950.0,111129438.0,114120594.0,117190911.0,120283026.0,,Sub-Saharan Africa,Low income,"The reporting period for national accounts data is designated as either calendar year basis (CY) or fiscal year basis (FY). For this country, it is fiscal year-based (fiscal year-end: July 7). Also, an estimate (PA.NUS.ATLS) of the exchange rate covers the same period and thus differs from the official exchange rate (CY).",Ethiopia,,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,7324903188.0,7707678019.0,8567890821.0,8096302367.0,9480840483.0,9848600870.0,10527338647.0,10908935749.0,11476584879.0,12175166763.0,13463868357.0,10492993078.0,8830712714.0,6927950565.0,7663984568.0,8547939731.0,8589211390.0,7818224906.0,7700833482.0,8242392104.0,8231326016.0,7850809498.0,8623691300.0,10131187261.0,12401139454.0,15280861835.0,19707616773.0,27066912635.0,32437389116.0,29933790334.0,31952763089.0,43310721414.0,47648211133.0,55612228234.0,64589334979.0,74296618481.0,81770791971.0,84269348327.0,95912590628.0,107658000000.0,111271000000.0,,Sub-Saharan Africa,Low income,"The reporting period for national accounts data is designated as either calendar year basis (CY) or fiscal year basis (FY). For this country, it is fiscal year-based (fiscal year-end: July 7). Also, an estimate (PA.NUS.ATLS) of the exchange rate covers the same period and thus differs from the official exchange rate (CY).",Ethiopia,,840.4494514635983,107658000000.0
European Union,EUU,"Population, total",SP.POP.TOTL,356947129.0,359937892.0,362998792.0,366152978.0,369387359.0,372533839.0,375563155.0,378512582.0,381280912.0,383958527.0,386116472.0,388229403.0,390859355.0,393386261.0,395778659.0,398096151.0,400211366.0,402170665.0,404056840.0,405879948.0,407760829.0,409490677.0,410875285.0,411956706.0,412891310.0,413866961.0,414996545.0,416199247.0,417528527.0,418925771.0,420308868.0,421744728.0,422972438.0,424347768.0,425406851.0,426212138.0,426906931.0,427549432.0,428122323.0,428828749.0,429342455.0,429910140.0,430898141.0,432434810.0,434059923.0,435600393.0,437014860.0,438484072.0,439892213.0,440934530.0,441552554.0,440769682.0,441419873.0,442496175.0,443601373.0,444570054.0,445515422.0,446215182.0,447001100.0,447367191.0,447692315.0,447199800.0,,,,European Union aggregate.,European Union,,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,725925000000.0,820806000000.0,990420000000.0,1282010000000.0,1451740000000.0,1690860000000.0,1770040000000.0,2004880000000.0,2442680000000.0,2952810000000.0,3303150000000.0,2879960000000.0,2777350000000.0,2702050000000.0,2603370000000.0,2677640000000.0,3744010000000.0,4631210000000.0,5084240000000.0,5193620000000.0,6498420000000.0,6735960000000.0,7406230000000.0,6761060000000.0,7161810000000.0,8295690000000.0,8431210000000.0,7733630000000.0,7969670000000.0,7925740000000.0,7276320000000.0,7394080000000.0,8084070000000.0,9931940000000.0,11419100000000.0,11910900000000.0,12713900000000.0,14728800000000.0,16297800000000.0,14764000000000.0,14557900000000.0,15765600000000.0,14642100000000.0,15294500000000.0,15649700000000.0,13552500000000.0,13889000000000.0,14764900000000.0,15980800000000.0,15693400000000.0,15369400000000.0,17177400000000.0,,,,European Union aggregate.,European Union,,35079.461157892554,15369400000000.0
Fragile and conflict affected situations,FCS,"Population, total",SP.POP.TOTL,244896253.0,250155682.0,255628513.0,261257220.0,267057059.0,272999177.0,279032125.0,285220313.0,291600564.0,298119407.0,304777775.0,311673977.0,318771788.0,326102434.0,333812999.0,341807747.0,350322455.0,358907071.0,367353502.0,376173441.0,384693745.0,392737776.0,401392322.0,410624537.0,420273124.0,430186538.0,440018085.0,449985688.0,459924409.0,470398622.0,482851894.0,493647883.0,506088764.0,519673066.0,534202563.0,548331145.0,560707649.0,572896408.0,585589666.0,598919585.0,612395529.0,626177896.0,641576379.0,657778626.0,673751123.0,690141498.0,706884119.0,723581503.0,741028426.0,759511035.0,778427274.0,797489095.0,817111040.0,837103087.0,856705624.0,876118480.0,895949553.0,916099469.0,936387926.0,957446713.0,979418527.0,1001462452.0,,,,"Fragile and conflict-affected situations aggregate. Countries are distinguished based on the nature and severity of issues they face. The classification uses the following categories: - Countries with high levels of institutional and social fragility, identified based on publicly available indicators that measure the quality of policy and institutions and manifestations of fragility. - Countries affected by violent conflict, identified based on a threshold number of conflict-related deaths relative to the population. This category includes two sub-categories based on the intensity of violence: countries in high-intensity conflict and countries in medium-intensity conflict. For more information, please visit https://www.worldbank.org/en/topic/fragilityconflictviolence/brief/harmonized-list-of-fragile-situations.",Fragile and conflict affected situations,,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,47935787067.0,53446071401.0,65231197905.0,66167298751.0,75717461359.0,92808976593.0,137882000000.0,154858000000.0,182331000000.0,200656000000.0,220955000000.0,279150000000.0,349150000000.0,485907000000.0,465384000000.0,396859000000.0,358789000000.0,366373000000.0,355307000000.0,366240000000.0,383780000000.0,381204000000.0,551311000000.0,381262000000.0,347643000000.0,326358000000.0,314257000000.0,361876000000.0,374040000000.0,423877000000.0,419637000000.0,452232000000.0,525751000000.0,523389000000.0,514797000000.0,539636000000.0,680904000000.0,856108000000.0,1060200000000.0,1291540000000.0,1635870000000.0,1511930000000.0,1788990000000.0,1682470000000.0,1885130000000.0,1956640000000.0,2076430000000.0,1656900000000.0,1562860000000.0,1654050000000.0,1739930000000.0,1804390000000.0,1680890000000.0,1799020000000.0,,,,"Fragile and conflict-affected situations aggregate. Countries are distinguished based on the nature and severity of issues they face. The classification uses the following categories: - Countries with high levels of institutional and social fragility, identified based on publicly available indicators that measure the quality of policy and institutions and manifestations of fragility. - Countries affected by violent conflict, identified based on a threshold number of conflict-related deaths relative to the population. This category includes two sub-categories based on the intensity of violence: countries in high-intensity conflict and countries in medium-intensity conflict. For more information, please visit https://www.worldbank.org/en/topic/fragilityconflictviolence/brief/harmonized-list-of-fragile-situations.",Fragile and conflict affected situations,,1884.5852991089646,1680890000000.0
Finland,FIN,"Population, total",SP.POP.TOTL,4429634.0,4461005.0,4491443.0,4523309.0,4548543.0,4563732.0,4580869.0,4605744.0,4626469.0,4623785.0,4606307.0,4612124.0,4639657.0,4666081.0,4690574.0,4711440.0,4725664.0,4738902.0,4752528.0,4764690.0,4779535.0,4799964.0,4826933.0,4855787.0,4881803.0,4902206.0,4918154.0,4932123.0,4946481.0,4964371.0,4986431.0,5013740.0,5041992.0,5066447.0,5088333.0,5107790.0,5124573.0,5139835.0,5153498.0,5165474.0,5176209.0,5188008.0,5200598.0,5213014.0,5228172.0,5246096.0,5266268.0,5288720.0,5313399.0,5338871.0,5363352.0,5388272.0,5413971.0,5438972.0,5461512.0,5479531.0,5495303.0,5508214.0,5515525.0,5521606.0,5529543.0,5541017.0,,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 5.94573 Finnish markka. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries.",Finland,,GDP (current US$),NY.GDP.MKTP.CD,5224102196.0,5921659485.0,6340580854.0,6885920329.0,7766655086.0,8589340019.0,9208524505.0,9368954010.0,8823033880.0,10070766721.0,11357516988.0,12527405513.0,14743186120.0,19472363467.0,24848821490.0,29472623242.0,31849513771.0,33499799321.0,36256160289.0,44465255686.0,53645202423.0,52448332874.0,52797582336.0,50973526900.0,52888800950.0,55875863392.0,73531550551.0,91594751792.0,109059000000.0,119012000000.0,141438000000.0,127774000000.0,112533000000.0,89214114708.0,103300000000.0,134190000000.0,132129000000.0,126912000000.0,134039000000.0,135264000000.0,126020000000.0,129533000000.0,140404000000.0,171652000000.0,197479000000.0,204885000000.0,217089000000.0,256378000000.0,285716000000.0,253498000000.0,249424000000.0,275604000000.0,258290000000.0,271362000000.0,274863000000.0,234534000000.0,240771000000.0,255648000000.0,275708000000.0,268515000000.0,271892000000.0,297302000000.0,,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 5.94573 Finnish markka. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries.",Finland,,48629.87326513337,271892000000.0
